Above Ground Sighter Measurement,Action,Action (group),Age,Approaches,black,Borough Boundaries,Chasing,cinnamon,City Council Districts,Climbing,Color notes,Combination of Primary and Highlight Color,Community Districts,Date,Eating,Foraging,gray,Hectare,Hectare Squirrel Number,Highlight,Highlight Fur Color,Indifferent,Kuks,Lat/Long,Location,Moans,Other Activities,Other Interactions,Police Precincts,Primary Fur Color,Quaas,Running,Runs from,Shift,Specific Location,Tail flags,Tail twitches,Unique Squirrel ID,Zip Codes,Number of Records,X,Y
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10192018,False,True,True,21B,5,,,True,False,POINT (-73.9685201626934 40.783329261225),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,21B-AM-1019-05,,1,-73.968520163,40.783329261
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10062018,False,True,True,07H,2,,Cinnamon,True,False,POINT (-73.9715621134573 40.76959187175131),Ground Plane,False,"running (along ground,up tree)",,13,GRAY,False,True,False,AM,,False,False,7H-AM-1006-02,,1,-73.971562113,40.769591872
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10082018,False,True,True,15G,1,,Cinnamon,True,False,POINT (-73.9669017345324 40.7766928987073),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,15G-AM-1008-01,,1,-73.966901735,40.776692899
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10122018,False,True,True,07C,1,,Cinnamon,True,False,POINT (-73.9766348078633 40.7717715634438),Ground Plane,False,hopping around grass,,13,GRAY,False,True,False,AM,,False,False,7C-AM-1012-01,,1,-73.976634808,40.771771563
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10122018,False,True,True,06B,1,,Cinnamon,True,False,POINT (-73.97683095561271 40.7717803706095),Ground Plane,False,,,13,GRAY,False,True,False,AM,"Started in field, crossed busy street, ran up tree",False,False,6B-AM-1012-01,,1,-73.976830956,40.771780371
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10122018,False,True,True,07C,2,,Cinnamon,True,False,POINT (-73.9765027953575 40.7717327360835),Ground Plane,False,hopping around,,13,GRAY,False,True,False,AM,,False,False,7C-AM-1012-02,,1,-73.976502795,40.771732736
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10122018,False,True,True,01B,13,,Cinnamon,True,False,POINT (-73.9803895322385 40.7680730789944),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,1B-AM-1012-13,,1,-73.980389532,40.768073079
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,False,True,True,40D,2,,Cinnamon,True,False,POINT (-73.955429970986 40.7978168629875),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,40D-AM-1013-02,,1,-73.955429971,40.797816863
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,False,True,True,40D,3,,Cinnamon,True,False,POINT (-73.955710327539 40.7974510797567),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,40D-AM-1013-03,,1,-73.955710328,40.797451080
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10132018,False,True,True,37E,1,,White,True,False,POINT (-73.9560396440844 40.7945080361909),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,37E-AM-1013-01,,1,-73.956039644,40.794508036
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10172018,False,True,True,12E,2,,White,True,False,POINT (-73.9714952092767 40.7748063281815),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,12E-AM-1017-02,,1,-73.971495209,40.774806328
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10062018,False,True,True,03F,8,,"Cinnamon, White",True,False,POINT (-73.9745800592393 40.767356541975),Ground Plane,False,,,13,GRAY,False,True,False,AM,close to tall tree & light post,False,False,3F-AM-1006-08,,1,-73.974580059,40.767356542
4,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,True,True,True,07F,13,,,True,False,POINT (-73.9729410488021 40.7709484964577),Above Ground,False,ran up tree 4 feet and ate leaves,,13,GRAY,False,True,False,AM,to tree,False,False,7F-AM-1008-13,,1,-73.972941049,40.770948496
6,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10172018,True,True,True,08H,5,,Cinnamon,True,False,POINT (-73.97016933635001 40.7705452529783),Above Ground,False,,,13,GRAY,False,True,False,AM,,False,False,8H-AM-1017-05,,1,-73.970169336,40.770545253
FALSE,EATING,Eating,,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10102018,True,True,True,19H,1,,"Cinnamon, White",True,False,POINT (-73.9643664403785 40.7793670703727),Ground Plane,False,,run from human w/ dog,13,GRAY,False,True,False,AM,near base of small tree,False,False,19H-AM-1010-01,,1,-73.964366440,40.779367070
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10082018,True,True,True,05B,1,,Cinnamon,True,False,POINT (-73.9773898301093 40.7708581562057),Ground Plane,False,"running across ball field 5,near home plate",,13,GRAY,False,True,False,AM,,False,False,5B-AM-1008-01,,1,-73.977389830,40.770858156
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10082018,True,True,True,05B,3,,Cinnamon,True,False,POINT (-73.9777124331985 40.7704051056666),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,5B-AM-1008-03,,1,-73.977712433,40.770405106
FALSE,EATING,Eating,Juvenile,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10142018,True,True,True,15B,3,,Cinnamon,True,False,POINT (-73.97186968288 40.778926988884),Ground Plane,False,running (from a dog),,13,GRAY,False,True,False,AM,,False,False,15B-AM-1014-03,,1,-73.971869683,40.778926989
4,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+Cinnamon,19,10102018,False,True,True,09B,3,,Cinnamon,True,False,POINT (-73.975565603566 40.7738462518304),Above Ground,False,,,13,GRAY,False,True,False,AM,,False,False,9B-AM-1010-03,,1,-73.975565604,40.773846252
FALSE,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,"Gray+Cinnamon, White",19,10122018,False,True,True,04D,1,,"Cinnamon, White",True,False,POINT (-73.9766653663947 40.7688767713012),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,4D-AM-1012-01,,1,-73.976665366,40.768876771
30,CLIMBING,Climbing,Juvenile,False,False,4,False,True,19,True,,"Cinnamon+Gray, White",19,10102018,True,True,False,04B,2,,"Gray, White",True,True,POINT (-73.9789251806378 40.7699558513225),Above Ground,False,,,13,CINNAMON,False,False,False,AM,,False,False,4B-AM-1010-02,,1,-73.978925181,40.769955851
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,,Gray+White,19,10192018,False,True,True,38C,8,,White,True,True,POINT (-73.9582150734453 40.7962862794303),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,38C-AM-1019-08,,1,-73.958215073,40.796286279
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+,19,10142018,True,True,True,18F,2,,,True,False,POINT (-73.9667911565238 40.77932190109801),Ground Plane,False,,,13,GRAY,True,False,False,AM,In small tree by water,False,False,18F-AM-1014-02,,1,-73.966791157,40.779321901
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10172018,False,True,True,41C,1,,,True,False,POINT (-73.95686356337902 40.7986418851147),Ground Plane,False,,,13,GRAY,False,False,False,AM,,True,False,41C-AM-1017-01,,1,-73.956863563,40.798641885
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10182018,False,True,True,32A,4,,,True,False,POINT (-73.9630596103391 40.7925720620556),Ground Plane,False,,,13,GRAY,False,False,False,AM,Base of tree,True,False,32A-AM-1018-04,,1,-73.963059610,40.792572062
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10082018,False,True,True,07F,1,,Cinnamon,True,False,POINT (-73.9726699686943 40.7701123791223),Ground Plane,False,,,13,GRAY,False,False,False,AM,under bench,True,False,7F-AM-1008-01,,1,-73.972669969,40.770112379
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10102018,False,True,True,02B,5,,Cinnamon,True,False,POINT (-73.9802564685265 40.7681759098199),Ground Plane,False,,,13,GRAY,False,False,False,AM,,True,False,2B-AM-1010-05,,1,-73.980256469,40.768175910
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10102018,False,True,True,38E,11,,Cinnamon,True,False,POINT (-73.956289117157 40.7953393993803),Ground Plane,False,,,13,GRAY,False,False,False,AM,edge of the stream,True,False,38E-AM-1010-11,,1,-73.956289117,40.795339399
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10182018,False,True,True,39E,5,,Cinnamon,True,False,POINT (-73.9558995737654 40.7960097734603),Ground Plane,False,,,13,GRAY,False,False,False,AM,,True,False,39E-AM-1018-05,,1,-73.955899574,40.796009773
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,True,19,False,,Cinnamon+White,19,10062018,False,True,False,03F,12,,White,True,False,POINT (-73.9743393747021 40.7676346798325),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,True,False,3F-AM-1006-12,,1,-73.974339375,40.767634680
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10062018,False,True,True,05A,4,,Cinnamon,True,False,POINT (-73.9791141532217 40.77148888354161),Ground Plane,False,,,13,GRAY,False,False,False,AM,,True,False,5A-AM-1006-04,,1,-73.979114153,40.771488884
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+White,19,10082018,True,True,True,06G,3,,White,True,False,POINT (-73.972154069981 40.7690128009722),Ground Plane,False,,,13,GRAY,False,False,False,AM,grass,True,False,6G-AM-1008-03,,1,-73.972154070,40.769012801
3,CLIMBING,Climbing,Adult,False,False,4,False,True,19,True,,Cinnamon+Gray,19,10132018,False,True,False,32I,6,,Gray,True,False,POINT (-73.9552035011902 40.7889851896334),Above Ground,False,,,13,CINNAMON,False,False,False,AM,In and below shrub,True,False,32I-AM-1013-06,,1,-73.955203501,40.788985190
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10062018,False,True,True,08I,4,,White,True,False,POINT (-73.9692401421068 40.7707128895661),Ground Plane,False,,,13,GRAY,False,True,False,AM,,True,False,8I-AM-1006-04,,1,-73.969240142,40.770712890
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+,19,10072018,False,True,False,30H,3,,,True,False,POINT (-73.9575258627966 40.787715550749),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,True,30H-AM-1007-03,,1,-73.957525863,40.787715551
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+Black,19,10122018,False,True,False,14G,4,,Black,True,False,POINT (-73.9681671864047 40.7753770538635),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,True,14G-AM-1012-04,,1,-73.968167186,40.775377054
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+Gray,19,10062018,False,True,False,07H,14,,Gray,True,False,POINT (-73.97033289562 40.7701079697795),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,True,7H-AM-1006-14,,1,-73.970332896,40.770107970
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+Gray,19,10102018,False,True,False,17B,2,,Gray,True,False,POINT (-73.9710187505339 40.7797265666746),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,True,17B-AM-1010-02,,1,-73.971018751,40.779726567
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+Gray,19,10172018,False,True,False,41C,7,,Gray,True,False,POINT (-73.9561432836863 40.7982665347234),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,True,41C-AM-1017-07,,1,-73.956143284,40.798266535
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,"Cinnamon+Gray, White",19,10082018,False,True,False,16I,3,,"Gray, White",True,False,POINT (-73.9645060433292 40.7768322057794),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,True,16I-AM-1008-03,,1,-73.964506043,40.776832206
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+White,19,10062018,False,True,False,01D,3,,White,True,False,POINT (-73.9781033448468 40.7666724066213),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,True,1D-AM-1006-03,,1,-73.978103345,40.766672407
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10062018,False,True,True,07H,3,,,True,False,POINT (-73.9711378905748 40.769621834633305),Ground Plane,False,,,13,GRAY,False,False,False,AM,on rock (large),False,True,7H-AM-1006-03,,1,-73.971137891,40.769621835
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10072018,False,True,True,04A,1,,,True,False,POINT (-73.97977158132 40.7706273151066),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,4A-AM-1007-01,,1,-73.979771581,40.770627315
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10072018,False,True,True,08B,5,,,True,False,POINT (-73.9766317094163 40.7734230472026),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,8B-AM-1007-05,,1,-73.976631709,40.773423047
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10122018,False,True,True,12G,2,,,True,False,POINT (-73.9690072647093 40.7737712267463),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,12G-AM-1012-02,,1,-73.969007265,40.773771227
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10102018,False,True,True,10E,1,,Cinnamon,True,False,POINT (-73.9714744574918 40.7736266158925),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,10E-AM-1010-01,,1,-73.971474457,40.773626616
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,False,True,True,08E,2,,Cinnamon,True,False,POINT (-73.9735298943321 40.7714939993589),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,8E-AM-1013-02,,1,-73.973529894,40.771493999
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,white at end of tail,"Gray+Cinnamon, White",19,10082018,False,True,True,06G,6,,"Cinnamon, White",True,False,POINT (-73.9721086069437 40.7698172190404),Ground Plane,False,,,13,GRAY,False,False,False,AM,grass,False,True,6G-AM-1008-06,,1,-73.972108607,40.769817219
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10102018,False,True,True,02E,7,,"Cinnamon, White",True,False,POINT (-73.9771575249322 40.7673873716547),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,2E-AM-1010-07,,1,-73.977157525,40.767387372
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10122018,False,True,True,12G,4,,"Cinnamon, White",True,False,POINT (-73.9688293382172 40.773895802756805),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,12G-AM-1012-04,,1,-73.968829338,40.773895803
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10062018,False,True,True,09H,1,,White,True,False,POINT (-73.9693202078293 40.771043472925),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,9H-AM-1006-01,,1,-73.969320208,40.771043473
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10062018,False,True,True,03F,2,,White,True,False,POINT (-73.9751625910271 40.7671023412885),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,3F-AM-1006-02,,1,-73.975162591,40.767102341
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10062018,False,True,True,09H,2,,White,True,False,POINT (-73.96971605724461 40.7711445570446),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,9H-AM-1006-02,,1,-73.969716057,40.771144557
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10072018,False,True,True,08B,6,,White,True,False,POINT (-73.9765064169087 40.7737211426714),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,8B-AM-1007-06,,1,-73.976506417,40.773721143
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10102018,False,True,True,09B,5,,White,True,False,POINT (-73.9750618008099 40.7737521167094),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,9B-AM-1010-05,,1,-73.975061801,40.773752117
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10142018,False,True,True,42D,3,,White,True,False,POINT (-73.9546201403481 40.7989423768656),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,42D-AM-1014-03,,1,-73.954620140,40.798942377
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10192018,False,True,True,40B,1,,White,True,False,POINT (-73.9587072373474 40.7985209579925),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,40B-AM-1019-01,,1,-73.958707237,40.798520958
FALSE,EATING,Eating,Adult,False,False,4,False,True,19,False,,Cinnamon+Gray,19,10102018,True,True,False,02A,4,,Gray,True,False,POINT (-73.9807078515193 40.7683335292642),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,True,2A-AM-1010-04,,1,-73.980707852,40.768333529
FALSE,EATING,Eating,Adult,False,False,4,False,True,19,False,,Cinnamon+Gray,19,10182018,True,True,False,21F,8,,Gray,True,False,POINT (-73.9642967875857 40.7815652353937),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,True,21F-AM-1018-08,,1,-73.964296788,40.781565235
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+,19,10132018,True,True,True,40D,5,,,True,False,POINT (-73.9556039997621 40.7977549157287),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,40D-AM-1013-05,,1,-73.955604000,40.797754916
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10072018,True,True,True,35F,1,,Cinnamon,True,False,POINT (-73.9570391901515 40.7930697207834),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,35F-AM-1007-01,,1,-73.957039190,40.793069721
FALSE,EATING,Eating,Juvenile,False,False,4,False,False,19,False,,Gray+,19,10192018,True,True,True,38B,3,,,True,False,POINT (-73.9593895253501 40.7973085844087),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,38B-AM-1019-03,,1,-73.959389525,40.797308584
FALSE,EATING,Eating,Juvenile,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10192018,True,True,True,38B,2,,"Cinnamon, White",True,False,POINT (-73.9594174605642 40.7973128653773),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,38B-AM-1019-02,,1,-73.959417461,40.797312865
FALSE,EATING,Eating,Juvenile,False,False,4,False,False,19,False,,Gray+White,19,10062018,True,True,True,04C,1,,White,True,False,POINT (-73.9771847728747 40.7695971164981),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,4C-AM-1006-01,,1,-73.977184773,40.769597116
FALSE,EATING,Eating,Juvenile,False,False,4,False,False,19,False,,Gray+White,19,10062018,True,True,True,04C,4,,White,True,False,POINT (-73.9771696835698 40.7697011100487),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,4C-AM-1006-04,,1,-73.977169684,40.769701110
5,CLIMBING,Climbing,Adult,False,True,4,False,False,19,True,,Black+,19,10172018,False,True,False,33D,5,,,True,False,POINT (-73.9596251284566 40.7916254797561),Above Ground,False,,,13,BLACK,False,False,False,AM,,False,True,33D-AM-1017-05,,1,-73.959625128,40.791625480
FALSE,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+Cinnamon,19,10062018,False,True,True,01E,2,,Cinnamon,True,False,POINT (-73.9772569909673 40.7664804797448),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,1E-AM-1006-02,,1,-73.977256991,40.766480480
,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+White,19,10062018,False,True,True,01G,4,,White,True,False,POINT (-73.9745152462626 40.76554155159081),,False,collecting nest material,,13,GRAY,False,False,False,AM,,False,True,1G-AM-1006-04,,1,-73.974515246,40.765541552
FALSE,CHASING,Chasing,Adult,False,True,4,True,False,19,False,,Black+,19,10062018,False,True,False,01G,1,,,True,False,POINT (-73.9745818450109 40.7654498873627),Ground Plane,False,,,13,BLACK,False,False,False,AM,,False,True,1G-AM-1006-01,,1,-73.974581845,40.765449887
FALSE,FORAGING,Foraging,Adult,False,True,4,False,False,19,False,,Black+Gray,19,10102018,False,True,False,10E,2,,Gray,True,False,POINT (-73.972415182837 40.773080463452),Ground Plane,False,,,13,BLACK,False,True,False,AM,,False,True,10E-AM-1010-02,,1,-73.972415183,40.773080463
FALSE,EATING,Eating,Juvenile,False,False,4,False,False,19,False,,Gray+,19,10142018,True,True,True,31D,4,,,True,False,POINT (-73.9615516703494 40.7905219388359),Ground Plane,False,,,13,GRAY,False,True,False,AM,Open ground,False,True,31D-AM-1014-04,,1,-73.961551670,40.790521939
2,CLIMBING,Climbing,Juvenile,False,False,4,False,True,19,True,,Cinnamon+,19,10142018,False,True,False,39F,5,,,True,False,POINT (-73.95488263914 40.7959474571251),Above Ground,False,,,13,CINNAMON,False,True,False,AM,up/down tree,False,True,39F-AM-1014-05,,1,-73.954882639,40.795947457
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10062018,False,True,True,09H,6,,White,True,False,POINT (-73.9690638424196 40.7713869295685),Ground Plane,False,,,13,GRAY,False,False,False,AM,,True,True,9H-AM-1006-06,,1,-73.969063842,40.771386930
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10082018,True,True,True,21D,1,,Cinnamon,True,False,POINT (-73.9663168490265 40.7825083721362),Ground Plane,False,,,13,GRAY,False,False,False,AM,,True,True,21D-AM-1008-01,,1,-73.966316849,40.782508372
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,False,"Cinnamon head, White belly","Gray+Cinnamon, White",19,10192018,False,True,True,38A,5,,"Cinnamon, White",True,False,POINT (-73.9601851468038 40.7968698151479),Ground Plane,False,standing on back legs,,13,GRAY,False,False,False,AM,,False,False,38A-AM-1019-05,,1,-73.960185147,40.796869815
FALSE,APPROACHES,Approaches,Juvenile,True,False,4,False,False,19,True,,"Gray+Cinnamon, White",19,10192018,False,True,True,40B,4,,"Cinnamon, White",True,False,POINT (-73.9576223390082 40.79797466396471),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,40B-AM-1019-04,,1,-73.957622339,40.797974664
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10192018,False,True,True,40B,5,,"Cinnamon, White",True,False,POINT (-73.9580111496275 40.7985365971474),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,40B-AM-1019-05,,1,-73.958011150,40.798536597
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,False,,Gray+White,19,10102018,True,True,True,02A,5,,White,True,False,POINT (-73.9809342290598 40.7687265606227),Ground Plane,False,,,13,GRAY,False,False,False,AM,base of tree with ~ 30 small birds all eating,False,True,2A-AM-1010-05,,1,-73.980934229,40.768726561
,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10072018,False,True,True,37G,8,,,False,False,POINT (-73.95431338448 40.7940537582585),,False,,,13,GRAY,False,False,False,PM,,False,False,37G-PM-1007-08,,1,-73.954313384,40.794053758
,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10182018,False,True,True,09H,7,,,False,False,POINT (-73.9693120090055 40.771096102012),,False,,,13,GRAY,False,False,False,PM,,False,False,9H-PM-1018-07,,1,-73.969312009,40.771096102
,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10132018,False,True,True,02C,4,,White,False,False,POINT (-73.9786474809514 40.7679715341109),,False,,,13,GRAY,False,False,False,PM,,False,False,2C-PM-1013-04,,1,-73.978647481,40.767971534
20,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,Gray on legs,"Cinnamon+Gray, White",19,10132018,False,True,False,41E,3,,"Gray, White",False,False,POINT (-73.9540197079615 40.798039260983),Above Ground,False,,,13,CINNAMON,False,False,False,PM,,False,False,41E-PM-1013-03,,1,-73.954019708,40.798039261
35,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10072018,False,True,True,10E,1,,,False,False,POINT (-73.9720323148189 40.7729703459618),Above Ground,False,,,13,GRAY,False,False,False,PM,,False,False,10E-PM-1007-01,,1,-73.972032315,40.772970346
50,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,False,True,True,06F,3,,,False,False,POINT (-73.9729190572117 40.770018150905),Above Ground,False,,,13,GRAY,False,False,False,PM,top of tree,False,False,6F-PM-1008-03,,1,-73.972919057,40.770018151
2,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,Tiny! So tiny!,Gray+Cinnamon,19,10072018,False,True,True,36I,12,,Cinnamon,False,False,POINT (-73.9527430510248 40.7924807950552),Above Ground,False,,,13,GRAY,False,False,False,PM,,False,False,36I-PM-1007-12,,1,-73.952743051,40.792480795
FALSE,FORAGING,Foraging,,False,False,4,False,True,19,False,,Cinnamon+Gray,19,10072018,False,True,False,12G,3,,Gray,False,False,POINT (-73.9694169352433 40.7744408293858),Ground Plane,False,,friendly,13,CINNAMON,False,False,False,PM,bushes,False,False,12G-PM-1007-03,,1,-73.969416935,40.774440829
FALSE,FORAGING,Foraging,,False,False,4,False,False,19,False,,Gray+,19,10062018,False,True,True,34H,2,,,False,False,POINT (-73.9550627447399 40.7910104700332),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,34H-PM-1006-02,,1,-73.955062745,40.791010470
FALSE,FORAGING,Foraging,,False,False,4,False,False,19,False,,Gray+White,19,10082018,False,True,True,21D,2,,White,False,False,POINT (-73.9675637870968 40.7823880671728),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,21D-PM-1008-02,,1,-73.967563787,40.782388067
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+,19,10132018,False,True,False,01C,8,,,False,False,POINT (-73.9796470494747 40.7678370925485),Ground Plane,False,,,13,CINNAMON,False,False,False,PM,,False,False,1C-PM-1013-08,,1,-73.979647049,40.767837093
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+Gray,19,10132018,False,True,False,01C,7,,Gray,False,False,POINT (-73.9795728289645 40.7678669804787),Ground Plane,False,,,13,CINNAMON,False,False,False,PM,,False,False,1C-PM-1013-07,,1,-73.979572829,40.767866980
